# in_testing: False
# method: euler
# panel: Control_no_firing
# simulation_clock: 0.05000000000000000278
# C: 0.00050000000000000001
# E_leak: -70
# theta: 100
# v_reset: -55
# g_L: 0.00000002500000000000
# g_ampa: 0.00000000005000000000
# g_gaba: 0.00000000004000000000
# g_nmda: 0.00000000090000000000
# tau_ampa_ms: 2
# tau_gaba_ms: 5
# tau_nmda_rise: 2
# tau_nmda_decay: 100
# up_state: {'N': 2000, 'nu': 82, 'N_nmda': 10, 'nu_nmda': 10}
# down_state: {'N_E': 100, 'gamma': 4, 'nu': 10, 'N_nmda': 10, 'nu_nmda': 2}
# smoothened_rate_width: 10
N,v_steady,g_e_steady,g_i_steady,g_nmda_steady,x_nmda_steady,s_nmda_steady,v_mean,v_var,g_e_mean,g_e_var,g_i_mean,g_i_var,g_nmda_mean,g_nmda_var,x_nmda_mean,x_nmda_var,s_nmda_mean,s_nmda_var,mean_rate,num_spikes,mean_isi,std_isi,cv_isi
34,-69.30053359297565407360,0.22959999999999949893,0.09839999999999936298,0.03792301474354677071,0.19999999999999945599,0.90909090909089884658,-69.30128069813849833736,0.03772574218244915262,0.22895794430835414435,0.00576593948505934109,0.09768383215924146545,0.00199093544358227214,0.03647651453782724262,0.00001020867568258174,0.20613281362363208848,0.10638682040193023215,0.87444567926576244332,0.00578634488511377797,0.00000000000000000000,0,,,
35,-69.30748929933578494911,0.22959999999999949893,0.11479999999999934701,0.03790742138466911271,0.19999999999999945599,0.90909090909089884658,-69.30716218962389518765,0.03688945985969939445,0.22958297764096549654,0.00584036114382840282,0.11452661837512409515,0.00228037929688059207,0.03628496718447496439,0.00001103305036757375,0.19826660103951465608,0.10079525972761532726,0.87031461489922168351,0.00632552254718038963,0.00000000000000000000,0,,,
36,-69.28496824506885332084,0.23779999999999901217,0.11479999999999934701,0.03795793137747304619,0.19999999999999945599,0.90909090909089884658,-69.28161291225326579024,0.03745566259400528314,0.23878818035566268252,0.00604372688951294694,0.11469126548586883185,0.00232466703748591963,0.03646620679744215499,0.00001009260668883156,0.20059995445336020747,0.10188413564230909547,0.87327093171371417135,0.00574144760979653900,0.00000000000000000000,0,,,
37,-69.26246173675164641281,0.24599999999999896949,0.11479999999999934701,0.03800847270869576328,0.19999999999999945599,0.90909090909089884658,-69.26418268005157585776,0.03715317994426231563,0.24510628344791154931,0.00618212736685067044,0.11435446469976556783,0.00228146412240190152,0.03649857476224786096,0.00001081872280471253,0.20391887615748474638,0.10252312773168181792,0.87314915175614660203,0.00617462340005526123,0.00000000000000000000,0,,,
38,-69.23996976035178363418,0.25419999999999898233,0.11479999999999934701,0.03805904535813516010,0.19999999999999945599,0.90909090909089884658,-69.24003259120094355694,0.03782021664087491242,0.25436853660350461359,0.00646554887258576211,0.11553237007055586205,0.00227813181267795149,0.03628710867669945189,0.00001293299189429953,0.19643333292553408209,0.09950200621746284335,0.86679294532621509184,0.00732404974116300164,0.00000000000000000000,0,,,
39,-69.21749230185500323387,0.26239999999999896740,0.11479999999999934701,0.03810964930556642871,0.19999999999999945599,0.90909090909089884658,-69.22090614008426712189,0.03715613607830997589,0.26093429085324709726,0.00659261090694395271,0.11448059072043136053,0.00226985423051512692,0.03657564895785141157,0.00001101099186446286,0.20431367764059996106,0.10491616880467634354,0.87279729600157640590,0.00623877935455523919,0.00000000000000000000,0,,,
40,-69.22448844673544954276,0.26239999999999896740,0.13119999999999870655,0.03809389189025499944,0.19999999999999945599,0.90909090909089884658,-69.22555598729985604223,0.03786155742909171062,0.26197462097895873878,0.00654483178706032238,0.13132689652006723779,0.00262759516181017543,0.03644353942288530018,0.00001103293765434115,0.19859985790107351211,0.10025729540242910021,0.86981097709003329932,0.00631540331665005582,0.00000000000000000000,0,,,
41,-69.20203781989864921798,0.27059999999999895248,0.13119999999999870655,0.03814447940735162662,0.19999999999999945599,0.90909090909089884658,-69.20077981462239335997,0.03735846195202604386,0.27101114935327030864,0.00683477587693372569,0.13205006347240832998,0.00265840999899414265,0.03663629477007067370,0.00001129207463447544,0.20500592636850537009,0.10317704165262357729,0.87320499428998543667,0.00637117441516255479,0.00000000000000000000,0,,,
42,-69.17960166568582280888,0.27879999999999899307,0.13119999999999870655,0.03819509814123867725,0.19999999999999945599,0.90909090909089884658,-69.17993697779559170158,0.03710548847660707916,0.27861024152458480074,0.00700330007042081898,0.13125069006048589726,0.00261933699047173056,0.03657072893358779414,0.00001081681706724247,0.19649999999981557219,0.09903280691277764614,0.87061897029582602237,0.00609371015026580112,0.00000000000000000000,0,,,
43,-69.15717997016244567021,0.28699999999999897815,0.13119999999999870655,0.03824574807167580720,0.19999999999999945599,0.90909090909089884658,-69.15643360921610849346,0.03775391161879954743,0.28705504874904663737,0.00729755087345035792,0.13098621073981436824,0.00259250569773300131,0.03673984539684319039,0.00001077449997650351,0.20364018573666106682,0.10408537541688465955,0.87324178066562707645,0.00597303772953094829,0.00000000000000000000,0,,,
